title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,post_date,price_category,mileage_category,post_day_of_week,vehicle_age
Proton Saga 1.3L Ace A/T 2022,2600000,Faisalabad,2022,41000,Petrol,Automatic,Punjab,Snow White,Local,1299,30/04/2024,Medium,Low,Tuesday,2
Subaru Stella 2020,3445000,Lahore,2020,42000,Petrol,Automatic,Punjab,Black,Imported,660,30/04/2024,Medium,Low,Tuesday,4
Toyota Passo X L Package 2020,3925000,Lahore,2020,31000,Petrol,Automatic,Un-Registered,Beige,Imported,1000,30/04/2024,Medium,Low,Tuesday,4
MG ZS 1.5L 2021,5000000,Karachi,2021,33000,Petrol,Automatic,Karachi,Black,Imported,1490,30/04/2024,High,Low,Tuesday,3
Toyota Aqua G 2020,7200000,Karachi,2020,26000,Hybrid,Automatic,Un-Registered,Silver,Imported,1500,30/04/2024,High,Low,Tuesday,4
Nissan Dayz Highway star S hybrid X pro pilot 2020,4200000,Karachi,2020,70000,Hybrid,Automatic,Un-Registered,White,Imported,659,30/04/2024,High,Medium,Tuesday,4
Changan Alsvin 1.5L DCT Lumiere 2022,3725000,Karachi,2022,43000,Petrol,Automatic,Karachi,Steller White,Local,1500,30/04/2024,Medium,Low,Tuesday,2
Toyota Passo X 2021,4310000,Islamabad,2021,22363,Petrol,Automatic,Rawalpindi,Dark Emerald Mica,Imported,1000,30/04/2024,High,Low,Tuesday,3
KIA Sorento 2.4 AWD 2022,8990000,Islamabad,2022,26166,Petrol,Automatic,Islamabad,Panthera Metal,Local,2400,30/04/2024,High,Low,Tuesday,2
Changan Alsvin 1.5L DCT Lumiere 2022,3779999,Lahore,2022,45367,Petrol,Automatic,Punjab,Galaxy Black,Local,1500,30/04/2024,Medium,Low,Tuesday,2
Honda City 1.5L CVT 2022,4945000,Lahore,2022,16331,Petrol,Automatic,Karachi,Crystal Black Pearl,Local,1500,30/04/2024,High,Low,Tuesday,2
Daihatsu Taft 2021,4500000,Karachi,2021,20000,Petrol,Automatic,Un-Registered,Green,Imported,660,30/04/2024,High,Low,Tuesday,3
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,5995000,Karachi,2021,40000,Petrol,Automatic,Karachi,White,Local,1800,30/04/2024,High,Low,Tuesday,3
Nissan Note Aura Nismo Limited Sports Edition 2021,6450000,Karachi,2021,63000,Hybrid,Automatic,Karachi,Pure White Pearl,Imported,1198,30/04/2024,High,Medium,Tuesday,3
Suzuki Wagon R AGS 2021,3050000,Lahore,2021,35000,Petrol,Automatic,Lahore,Silver,Local,1000,30/04/2024,Medium,Low,Tuesday,3
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,6345000,Islamabad,2021,57000,Petrol,Automatic,Islamabad,Attitude Black,Local,1800,30/04/2024,High,Medium,Tuesday,3
Suzuki Wagon R VXL 2022,2950000,Lahore,2022,25000,Petrol,Not Available,Punjab,White,Local,1000,30/04/2024,Medium,Low,Tuesday,2
Changan Alsvin 1.5L DCT Lumiere 2021,3685000,Islamabad,2021,64000,Petrol,Automatic,Islamabad,Steller White,Local,1500,30/04/2024,Medium,Medium,Tuesday,3
Suzuki Wagon R 2022,4095000,Islamabad,2022,17000,Petrol,Automatic,Islamabad,Silver,Imported,660,30/04/2024,High,Low,Tuesday,2
Honda HR-V VTi-S 2023,7450000,Islamabad,2023,2900,Petrol,Automatic,Islamabad,White,Local,1500,30/04/2024,High,Low,Tuesday,1
Toyota Yaris Hatchback 2020,4750000,Islamabad,2020,58000,Petrol,Automatic,Islamabad,White,Imported,1000,30/04/2024,High,Medium,Tuesday,4
Nissan Dayz Highway star S hybrid X pro pilot 2021,3990000,Islamabad,2021,44000,Hybrid,Automatic,Un-Registered,Red,Imported,660,30/04/2024,Medium,Low,Tuesday,3
Suzuki Alto 2023,3990000,Islamabad,2023,718,Petrol,Automatic,Un-Registered,Silver,Imported,660,30/04/2024,Medium,Low,Tuesday,1
Mitsubishi EK X 2021,3990000,Islamabad,2021,40000,Petrol,Automatic,Un-Registered,Grey,Imported,660,30/04/2024,Medium,Low,Tuesday,3
Suzuki Alto works edition 2020,3990000,Islamabad,2020,82200,Petrol,Automatic,Un-Registered,Blue,Imported,660,30/04/2024,Medium,Medium,Tuesday,4
Changan Alsvin 1.3L MT Comfort 2021,3150000,Islamabad,2021,28750,Petrol,Not Available,Karachi,Black,Local,1300,30/04/2024,Medium,Low,Tuesday,3
Toyota Fortuner 2.8 Sigma 4 2020,14500000,Lahore,2020,108000,Diesel,Automatic,Punjab,White,Local,2800,30/04/2024,High,High,Tuesday,4
Nissan Kicks XV Premium 2021,7800000,Lahore,2021,37000,Petrol,Automatic,Punjab,White,Imported,1300,30/04/2024,High,Low,Tuesday,3
Toyota Corolla GLi Automatic 1.3 VVTi 2020,3950000,Bahawalpur,2020,150000,Petrol,Automatic,Karachi,White,Local,1300,03/05/2024,Medium,High,Friday,4
Suzuki Alto VXL AGS 2023,3000000,Multan,2023,15000,Petrol,Automatic,Punjab,Solid White,Local,660,30/04/2024,Medium,Low,Tuesday,1
Toyota Passo Moda G 2020,4750000,Islamabad,2020,16466,Petrol,Automatic,Un-Registered,White,Imported,1000,30/04/2024,High,Low,Tuesday,4
Hyundai Tucson FWD A/T GLS Sport 2021,7200000,Sargodha,2021,53000,Petrol,Automatic,Islamabad,Black,Local,2000,30/04/2024,High,Medium,Tuesday,3
Nissan Serena HIGHWAY STAR 2021,7995000,Islamabad,2021,29000,Hybrid,Automatic,Un-Registered,Orange,Imported,2000,30/04/2024,High,Low,Tuesday,3
Toyota Hilux Revo V Automatic 2.8 2022,13200000,Multan,2022,22000,Diesel,Automatic,Islamabad,Super White,Local,2800,30/04/2024,High,Low,Tuesday,2
DFSK Glory 580 Pro 2021,4900000,Karachi,2021,41809,Petrol,Automatic,Sindh,Grey,Local,1500,30/04/2024,High,Low,Tuesday,3
Toyota Corolla Altis Automatic 1.6 2020,5450000,Lahore,2020,21000,Petrol,Automatic,Lahore,Silver Metallic,Local,1600,30/04/2024,High,Low,Tuesday,4
Toyota Yaris Hatchback G 1.0 2020,5100000,Karachi,2020,34131,Petrol,Automatic,Karachi,White,Imported,996,30/04/2024,High,Low,Tuesday,4
KIA Sportage AWD 2021,6875000,Lahore,2021,43000,Petrol,Automatic,Punjab,Black,Local,2000,30/04/2024,High,Low,Tuesday,3
Suzuki Cultus VXR 2022,3100000,Karachi,2022,11000,Petrol,Not Available,Sindh,White,Local,1000,30/04/2024,Medium,Low,Tuesday,2
KIA Sportage AWD 2020,7000000,Lahore,2020,38913,Petrol,Automatic,Punjab,Sparkling Silver,Local,2000,30/04/2024,High,Low,Tuesday,4
Honda N Wgn G 2020,3225000,Lahore,2020,7500,Petrol,Automatic,Punjab,Brown,Imported,660,30/04/2024,Medium,Low,Tuesday,4
Toyota Hilux Revo V Automatic 2.8 2022,13200000,Karachi,2022,19,Diesel,Automatic,Sindh,Grey,Local,2800,30/04/2024,High,Low,Tuesday,2
Honda Civic Oriel 2022,7790000,Islamabad,2022,32000,Petrol,Automatic,Islamabad,Teffeta White,Local,1500,30/04/2024,High,Low,Tuesday,2
Toyota Corolla Altis X Automatic 1.6 2022,5999000,Islamabad,2022,17000,Petrol,Automatic,Islamabad,Super White,Local,1598,30/04/2024,High,Low,Tuesday,2
BAIC BJ40 Exclusive 2022,9300000,Islamabad,2022,30000,Petrol,Automatic,Islamabad,White,Imported,2000,30/04/2024,High,Low,Tuesday,2
Suzuki Cultus Auto Gear Shift 2021,3299000,Lahore,2021,50000,Petrol,Automatic,Punjab,White,Local,1000,30/04/2024,Medium,Low,Tuesday,3
Toyota Corolla Altis X Automatic 1.6 2022,5650000,Lahore,2022,49000,Petrol,Automatic,Punjab,White,Local,1600,30/04/2024,High,Low,Tuesday,2
Toyota Aqua S 2020,6640000,Karachi,2020,40165,Hybrid,Automatic,Un-Registered,Pearl White,Imported,1500,30/04/2024,High,Low,Tuesday,4
Toyota Passo X L Package S  2020,3900000,Karachi,2020,45000,Petrol,Automatic,Sindh,Black,Imported,1000,03/05/2024,Medium,Low,Friday,4
Toyota Yaris ATIV MT 1.3 2020,4150000,Faisalabad,2020,70000,Petrol,Not Available,Lahore,White,Local,1300,03/05/2024,High,Medium,Friday,4
Toyota Raize Z 2020,6250000,Lahore,2020,37000,Petrol,Automatic,Un-Registered,White,Imported,996,03/05/2024,High,Low,Friday,4
Hyundai H-100 High Deck 2024,3935000,Karachi,2024,1,Diesel,Not Available,Un-Registered,White,Local,2600,30/04/2024,Medium,Low,Tuesday,0
Suzuki Alto L 2020,3190000,Peshawar,2020,88000,Petrol,Automatic,Un-Registered,Silver,Imported,660,30/04/2024,Medium,Medium,Tuesday,4
Honda Civic Oriel 1.8 i-VTEC CVT 2021,6600000,Lahore,2021,39000,Petrol,Automatic,Punjab,Taffeta White,Local,1800,30/04/2024,High,Low,Tuesday,3
Hyundai Tucson AWD A/T Ultimate 2022,7700000,Karachi,2022,14000,Petrol,Automatic,Sindh,Fiery Red,Local,2000,30/04/2024,High,Low,Tuesday,2
Suzuki Wagon R 2021,3375000,Karachi,2021,8723,Petrol,Automatic,Un-Registered,Black,Imported,660,30/04/2024,Medium,Low,Tuesday,3
Toyota Fortuner 2.8 Sigma 4 2021,14700000,Islamabad,2021,44000,Diesel,Automatic,Islamabad,Super White,Local,2800,30/04/2024,High,Low,Tuesday,3
Toyota Aqua L 2020,5950000,Lahore,2020,23000,Hybrid,Automatic,Un-Registered,Silver,Imported,1500,30/04/2024,High,Low,Tuesday,4
Audi e-tron 50 Quattro 230 kW 2022,31500000,Karachi,2022,50,Not Available,Automatic,Un-Registered,Mythos Black Metallic,Imported,1300,30/04/2024,High,Low,Tuesday,2
Toyota Fortuner Legender  2022,18000000,Lahore,2022,16000,Diesel,Automatic,Punjab,Black,Local,2800,03/05/2024,High,Low,Friday,2
Honda N Wgn G 2021,3795000,Lahore,2021,11000,Petrol,Automatic,Un-Registered,Navy,Imported,660,30/04/2024,Medium,Low,Tuesday,3
Daihatsu Taft 2020,3750000,Lahore,2020,16000,Petrol,Automatic,Un-Registered,Unlisted,Imported,660,30/04/2024,Medium,Low,Tuesday,4
Peugeot 2008 Allure 2022,6200000,Lahore,2022,32195,Petrol,Automatic,Islamabad,Cherry Black,Local,1200,30/04/2024,High,Low,Tuesday,2
Honda Insight EX 2020,12200000,Lahore,2020,26000,Hybrid,Automatic,Un-Registered,Pearl White,Imported,1500,30/04/2024,High,Low,Tuesday,4
Toyota Corolla 2020,7998999,Karachi,2020,67937,Hybrid,Automatic,Un-Registered,Pearl White,Imported,1800,30/04/2024,High,Medium,Tuesday,4
Daihatsu Rocky 2021,7650000,Multan,2021,1000,Hybrid,Automatic,Un-Registered,Grey,Imported,1200,30/04/2024,High,Low,Tuesday,3
Honda Civic 1.5 VTEC Turbo Oriel 2022,7900000,Peshawar,2022,25000,Petrol,Automatic,Islamabad,Taffeta White,Local,1500,30/04/2024,High,Low,Tuesday,2
Toyota Corolla Altis Automatic 1.6 2020,4975000,Karachi,2020,44840,Petrol,Automatic,Sindh,White,Local,1600,30/04/2024,High,Low,Tuesday,4
KIA Sportage FWD 2021,7100000,Faisalabad,2021,22500,Petrol,Automatic,Islamabad,White,Local,2000,30/04/2024,High,Low,Tuesday,3
Honda Civic Oriel 1.8 i-VTEC CVT 2021,6280000,Lahore,2021,35000,Petrol,Automatic,Punjab,White,Local,1800,03/05/2024,High,Low,Friday,3
Nissan Dayz Highway star X 2020,3350000,Rawalpindi,2020,13000,Petrol,Automatic,Un-Registered,Black,Imported,660,30/04/2024,Medium,Low,Tuesday,4
Mazda Flair 2020,3450000,Rawalpindi,2020,28000,Petrol,Automatic,Un-Registered,Silver,Imported,660,30/04/2024,Medium,Low,Tuesday,4
Suzuki Swift RS 1.2 Turbo Hybrid 2020,0,Lahore,2020,13500,Petrol,Automatic,Un-Registered,Grey,Imported,1200,30/04/2024,Low,Low,Tuesday,4
Honda City 1.5 i-VTEC Prosmatec 2020,4200000,Rawalpindi,2020,57000,Petrol,Automatic,Islamabad,Taffeta White,Local,1500,30/04/2024,High,Medium,Tuesday,4
Toyota Prado TX 2.7 2020,25800000,Lahore,2020,43000,Petrol,Automatic,Un-Registered,Super White,Imported,2700,30/04/2024,High,Low,Tuesday,4
Toyota Fortuner Legender  2022,18500000,Rawalpindi,2022,72300,Diesel,Automatic,Islamabad,Super White,Local,2800,30/04/2024,High,Medium,Tuesday,2
BMW i3 REx 2021,0,Lahore,2021,7000,Hybrid,Automatic,Un-Registered,Blue,Imported,660,30/04/2024,Low,Low,Tuesday,3
Mercedes Benz E Class E200 AMG 2021,0,Lahore,2021,19000,Petrol,Automatic,Un-Registered,White,Imported,2000,30/04/2024,Low,Low,Tuesday,3
Audi e-tron 55 Quattro Sportback 300kW 2021,0,Lahore,2021,18362,Not Available,Automatic,Un-Registered,Black,Imported,1300,30/04/2024,Low,Low,Tuesday,3
Mercedes Benz EQC 400 4MATIC 2020,0,Lahore,2020,19000,Not Available,Automatic,Un-Registered,Black,Imported,1300,30/04/2024,Low,Low,Tuesday,4
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,6800000,Lahore,2022,33000,Petrol,Automatic,Islamabad,Super white,Local,1800,30/04/2024,High,Low,Tuesday,2
Toyota Yaris Hatchback 2020,4800000,Karachi,2020,26000,Petrol,Automatic,Un-Registered,Silver,Imported,1000,30/04/2024,High,Low,Tuesday,4
Toyota Aqua S 2020,6800000,Karachi,2020,40000,Hybrid,Automatic,Un-Registered,Silver,Imported,1500,30/04/2024,High,Low,Tuesday,4
Toyota Aqua S 2020,6700000,Karachi,2020,17000,Hybrid,Automatic,Un-Registered,Silver,Imported,1500,30/04/2024,High,Low,Tuesday,4
Toyota Raize Z 2020,6300000,Karachi,2020,33000,Petrol,Automatic,Un-Registered,Black,Imported,996,30/04/2024,High,Low,Tuesday,4
Suzuki Cultus Auto Gear Shift 2021,3500000,Karachi,2021,28000,Petrol,Automatic,Karachi,Silky Silver,Local,1000,30/04/2024,Medium,Low,Tuesday,3
Toyota Yaris Cross Hybrid Z 2020,9300000,Islamabad,2020,39000,Hybrid,Automatic,Un-Registered,White,Imported,1500,30/04/2024,High,Low,Tuesday,4
Nissan Sakura G 2022,6200000,Lahore,2022,500,Not Available,Automatic,Un-Registered,Black Pearl,Imported,1300,30/04/2024,High,Low,Tuesday,2
Honda Civic 1.5 RS Turbo 2022,8800000,Islamabad,2022,32000,Petrol,Automatic,Islamabad,Crystal Black Pearl,Local,1500,30/04/2024,High,Low,Tuesday,2
Audi e-tron 50 Quattro 230 kW 2020,21800000,Lahore,2020,61000,Not Available,Automatic,Islamabad,Manhattan Gray Metallic,Imported,1300,30/04/2024,High,Medium,Tuesday,4
Suzuki Swift GLX CVT 2022,4650000,Islamabad,2022,14700,Petrol,Automatic,Islamabad,Solid White,Local,1242,30/04/2024,High,Low,Tuesday,2
Toyota Hilux Revo Rocco 2022,13700000,Karachi,2022,22000,Diesel,Automatic,Sindh,Super White,Local,2800,30/04/2024,High,Low,Tuesday,2
Mercedes Benz C Class C 180 Cabriolet 2021,33500000,Karachi,2021,2400,Petrol,Automatic,Un-Registered,White,Imported,1600,30/04/2024,High,Low,Tuesday,3
Daihatsu Mira 2020,3300000,Lahore,2020,13750,Petrol,Automatic,Un-Registered,Maroon,Imported,660,30/04/2024,Medium,Low,Tuesday,4
Hyundai Tucson AWD A/T Ultimate 2024,0,Islamabad,2024,10,Petrol,Automatic,Un-Registered,Polar White,Local,2000,30/04/2024,Low,Low,Tuesday,0
Suzuki Cultus Auto Gear Shift 2022,4000000,Bahawalpur,2022,8900,Petrol,Automatic,Punjab,White,Local,1000,30/04/2024,Medium,Low,Tuesday,2
Toyota Fortuner 2.7 G 2022,14000000,Karachi,2022,17500,Petrol,Automatic,Karachi,Attitude Black,Local,2700,30/04/2024,High,Low,Tuesday,2
Toyota Yaris 2020,4975000,Lahore,2020,82800,Petrol,Automatic,Un-Registered,Silver,Imported,1000,30/04/2024,High,Medium,Tuesday,4
Toyota Prius S Touring Selection 2020,9500000,Gujranwala,2020,85000,Petrol,Automatic,Un-Registered,Pearl White,Imported,1800,30/04/2024,High,Medium,Tuesday,4
Toyota Yaris ATIV X CVT 1.5 2020,4300000,Gujranwala,2020,51000,Petrol,Automatic,Punjab,White,Local,1500,30/04/2024,High,Medium,Tuesday,4
Daihatsu Move X SA 2 2020,3790000,Gujranwala,2020,15000,Petrol,Automatic,Un-Registered,Dark Green,Imported,660,30/04/2024,Medium,Low,Tuesday,4
Toyota Prius S 2020,8900000,Gujranwala,2020,74000,Hybrid,Automatic,Un-Registered,Silver,Imported,1800,30/04/2024,High,Medium,Tuesday,4
Peugeot 2008 Active 2023,7190000,Gujranwala,2023,13000,Petrol,Automatic,Punjab,Sparkling Silver,Imported,1200,30/04/2024,High,Low,Tuesday,1
Nissan Note 1.2E 2020,5300000,Sialkot,2020,46000,Hybrid,Automatic,Un-Registered,Brilliant White Pearl,Imported,1198,30/04/2024,High,Low,Tuesday,4
Honda City 1.2L CVT 2023,4800000,Islamabad,2023,3687,Petrol,Automatic,Islamabad,Taffeta White,Local,1200,30/04/2024,High,Low,Tuesday,1
KIA Picanto 1.0 AT 2021,2850000,Karachi,2021,25423,Petrol,Automatic,Karachi,Sparkling Silver,Local,998,30/04/2024,Medium,Low,Tuesday,3
KIA Picanto 1.0 MT 2022,3100000,Karachi,2022,23208,Petrol,Not Available,Karachi,Sparkling Silver,Local,998,30/04/2024,Medium,Low,Tuesday,2
KIA Sportage Alpha 2021,6400000,Hyderabad,2021,17000,Petrol,Automatic,Sindh,White,Local,2000,30/04/2024,High,Low,Tuesday,3
Toyota Corolla Altis 1.6 X CVT-i Special Edition 2021,7000000,Lahore,2021,12000,Petrol,Automatic,Punjab,Black,Local,1600,30/04/2024,High,Low,Tuesday,3
Honda Civic Oriel 2022,7900000,Lahore,2022,34886,Petrol,Automatic,Punjab,Teffeta White,Local,1500,30/04/2024,High,Low,Tuesday,2
Suzuki Wagon R Stingray Hybrid X 2021,3950000,Lahore,2021,21000,Petrol,Automatic,Un-Registered,Silver,Imported,660,30/04/2024,Medium,Low,Tuesday,3
Suzuki Wagon R Stingray Hybrid X 2021,3850000,Lahore,2021,21000,Petrol,Automatic,Un-Registered,Brown,Imported,660,30/04/2024,Medium,Low,Tuesday,3
Honda Civic Oriel 1.8 i-VTEC CVT 2021,6600000,Gujranwala,2021,43000,Petrol,Automatic,Punjab,White,Local,1800,30/04/2024,High,Low,Tuesday,3
Toyota Fortuner Legender  2023,20200000,Lahore,2023,19000,Diesel,Automatic,Lahore,Super White,Local,2800,30/04/2024,High,Low,Tuesday,1
Honda Civic Oriel 1.8 i-VTEC CVT 2021,6450000,Lahore,2021,45000,Petrol,Automatic,Islamabad,Crystal Black,Local,1800,30/04/2024,High,Low,Tuesday,3
Daihatsu Mira L 2020,3075000,Karachi,2020,48360,Petrol,Automatic,Sindh,Red,Imported,660,30/04/2024,Medium,Low,Tuesday,4
Suzuki Cultus VXR 2021,2950000,Lahore,2021,53000,Petrol,Not Available,Punjab,White,Local,1000,30/04/2024,Medium,Medium,Tuesday,3
Honda City 1.2L CVT 2022,4295000,Lahore,2022,30300,Petrol,Automatic,Lahore,Maroon,Local,1200,30/04/2024,High,Low,Tuesday,2
Toyota Hilux Revo V Automatic 2.8 2022,13500000,Multan,2022,13000,Diesel,Automatic,Punjab,Super White,Local,2800,30/04/2024,High,Low,Tuesday,2
Toyota Corolla Altis 1.6 X CVT-i 2021,5600000,Bahawalpur,2021,14000,Petrol,Automatic,Lahore,White,Local,1600,30/04/2024,High,Low,Tuesday,3
Toyota Yaris ATIV X MT 1.5 2021,4100000,Lahore,2021,76000,Petrol,Not Available,Punjab,Super White,Local,1500,30/04/2024,High,Medium,Tuesday,3
Genesis GV60 Standard AWD 2022,29900000,Lahore,2022,15500,Not Available,Automatic,Un-Registered,Uyuni White,Imported,1300,30/04/2024,High,Low,Tuesday,2
Lexus UX  300e 2021,21000000,Lahore,2021,8950,Not Available,Automatic,Un-Registered,Silver,Imported,1300,30/04/2024,High,Low,Tuesday,3
Suzuki Alto VXL AGS 2020,2600000,Karachi,2020,26000,Petrol,Automatic,Sindh,Solid White,Local,660,30/04/2024,Medium,Low,Tuesday,4
KIA Picanto 1.0 MT 2021,2800000,Karachi,2021,41883,Petrol,Not Available,Karachi,Black,Local,998,30/04/2024,Medium,Low,Tuesday,3
Toyota Raize 2021,5350000,Lahore,2021,98000,Petrol,Automatic,Un-Registered,Black,Imported,1000,30/04/2024,High,Medium,Tuesday,3
Mazda Flair XG 2020,3575000,Gujranwala,2020,77000,Hybrid,Automatic,Un-Registered,White,Imported,660,30/04/2024,Medium,Medium,Tuesday,4
Honda City 1.5L ASPIRE CVT 2023,5800000,Lahore,2023,60,Petrol,Automatic,Un-Registered,Taffeta White,Local,1497,30/04/2024,High,Low,Tuesday,1
MG HS Trophy 2021,0,Islamabad,2021,37460,Petrol,Automatic,Islamabad,Black,Imported,1500,30/04/2024,Low,Low,Tuesday,3
Lexus LX Series LX 600 Ultra Luxury 2023,40000000,Quetta,2023,6000,Petrol,Automatic,Un-Registered,White,Imported,3500,30/04/2024,High,Low,Tuesday,1
Honda Vezel e-HEV Z 2022,12400000,Rawalpindi,2022,4400,Hybrid,Automatic,Un-Registered,Pearl White,Imported,1500,30/04/2024,High,Low,Tuesday,2
Mercedes Benz EQC 400 4MATIC 2021,29900000,Rawalpindi,2021,9000,Not Available,Automatic,Un-Registered,Selenite Grey,Imported,1300,30/04/2024,High,Low,Tuesday,3
Tesla Model 3 Long Range 2021,17900000,Rawalpindi,2021,21000,Not Available,Automatic,Un-Registered,Pearl White,Imported,1300,30/04/2024,High,Low,Tuesday,3
Suzuki Alto VXL AGS 2022,2695000,Karachi,2022,45000,Petrol,Automatic,Sindh,Silky Silver,Local,660,03/05/2024,Medium,Low,Friday,2
Peugeot 2008 Active 2022,6000000,Lahore,2022,43923,Petrol,Automatic,Punjab,Sparkling Silver,Local,1200,30/04/2024,High,Low,Tuesday,2
KIA Sorento 2.4 AWD 2021,8500000,Lahore,2021,50000,Petrol,Automatic,Punjab,Cherry Black,Local,2400,30/04/2024,High,Low,Tuesday,3
DFSK Glory 580 Pro 2021,5100000,Karachi,2021,24000,Petrol,Automatic,Sindh,Navy,Local,1500,30/04/2024,High,Low,Tuesday,3
Toyota Crown RS Advance 2020,29000000,Lahore,2020,30000,Hybrid,Automatic,Un-Registered,Black,Imported,2500,30/04/2024,High,Low,Tuesday,4
Hyundai Sonata 2.5 2023,11000000,Lahore,2023,12000,Petrol,Automatic,Punjab,Diamond Metallic Black,Local,2500,30/04/2024,High,Low,Tuesday,1
Honda Civic 1.5 RS Turbo 2021,6900000,Lahore,2021,52000,Petrol,Automatic,Punjab,Maroon,Imported,1500,30/04/2024,High,Medium,Tuesday,3
Hyundai Tucson AWD A/T Ultimate 2021,7525000,Lahore,2021,20000,Petrol,Automatic,Islamabad,Aqua Silver,Local,2000,30/04/2024,High,Low,Tuesday,3
Nissan Dayz Highway star G 2022,3600000,Islamabad,2022,16917,Hybrid,Automatic,Islamabad,Turquoise,Imported,660,30/04/2024,Medium,Low,Tuesday,2
Audi e-tron 50 Quattro 230 kW 2020,21500000,Lahore,2020,31000,Not Available,Automatic,Islamabad,White,Imported,1300,30/04/2024,High,Low,Tuesday,4
Hyundai Elantra GLS 2023,0,Islamabad,2023,7500,Petrol,Automatic,Un-Registered,Fiery Red,Local,2000,30/04/2024,Low,Low,Tuesday,1
Daihatsu Mira L 2022,3650000,Lahore,2022,7800,Petrol,Automatic,Un-Registered,Maroon,Imported,660,30/04/2024,Medium,Low,Tuesday,2
Toyota Raize 2020,5500000,Islamabad,2020,33000,Petrol,Automatic,Un-Registered,White,Imported,1000,30/04/2024,High,Low,Tuesday,4
Honda City 1.5L ASPIRE CVT 2021,5500000,Lahore,2021,47838,Petrol,Automatic,Punjab,Crystal Black Pearl,Local,1497,30/04/2024,High,Low,Tuesday,3
Isuzu D-Max V-Cross Automatic 3.0 2021,10500000,Karachi,2021,30000,Diesel,Automatic,Karachi,White,Local,3000,30/04/2024,High,Low,Tuesday,3
Suzuki Wagon R Hybrid FX 2021,3950000,Peshawar,2021,80000,Hybrid,Automatic,Un-Registered,White,Imported,660,30/04/2024,Medium,Medium,Tuesday,3
Toyota Corolla Cross 1.8 HEV X 2024,10500000,Islamabad,2024,25,Hybrid,Automatic,Un-Registered,White,Local,1800,30/04/2024,High,Low,Tuesday,0
Hyundai Sonata 2.5 2023,11500000,Islamabad,2023,26000,Petrol,Automatic,Islamabad,White,Local,2500,30/04/2024,High,Low,Tuesday,1
Toyota Fortuner GR-S 2024,0,Islamabad,2024,35,Diesel,Automatic,Un-Registered,Super White,Local,2800,30/04/2024,Low,Low,Tuesday,0
Hyundai Santa Fe Signature 2024,15300000,Islamabad,2024,25,Hybrid,Automatic,Un-Registered,Black,Local,1600,30/04/2024,High,Low,Tuesday,0
Proton Saga 1.3L Ace A/T 2023,0,Islamabad,2023,50,Petrol,Automatic,Un-Registered,Snow White,Local,1299,30/04/2024,Low,Low,Tuesday,1
Hyundai Sonata 2.5 2022,10100000,Islamabad,2022,40000,Petrol,Automatic,Islamabad,Navy,Local,2500,30/04/2024,High,Low,Tuesday,2
KIA Sportage AWD 2022,7650000,Lahore,2022,22000,Petrol,Automatic,Lahore,Black,Local,2000,30/04/2024,High,Low,Tuesday,2
DFSK Glory 580 Pro 2021,6000000,Islamabad,2021,26041,Petrol,Automatic,Islamabad,White,Local,1500,30/04/2024,High,Low,Tuesday,3
KIA Sportage FWD 2020,7150000,Islamabad,2020,5010,Petrol,Automatic,Islamabad,White,Local,2000,03/05/2024,High,Low,Friday,4
Nissan Dayz 2021,3590000,Karachi,2021,38000,Petrol,Automatic,Un-Registered,Silver,Imported,660,30/04/2024,Medium,Low,Tuesday,3
Changan Oshan X7 Comfort 2024,8500000,Multan,2022,2485,Petrol,Automatic,Punjab,Stellar White,Local,1500,30/04/2024,High,Low,Tuesday,2
Toyota Vitz F 1.0 2020,4500000,Peshawar,2020,47000,Petrol,Automatic,Un-Registered,Silver Metallic,Imported,996,30/04/2024,High,Low,Tuesday,4
Hyundai Elantra GLS 2022,6050000,Lahore,2022,25000,Petrol,Automatic,Lahore,Black Diamond,Local,2000,30/04/2024,High,Low,Tuesday,2
Honda City 1.3 i-VTEC Prosmatec 2020,4001000,Lahore,2020,67500,Petrol,Automatic,Punjab,White,Local,1300,30/04/2024,High,Medium,Tuesday,4
Toyota Hilux Revo Rocco 2022,13600000,Faisalabad,2022,28500,Diesel,Automatic,Islamabad,Super White,Local,2800,30/04/2024,High,Low,Tuesday,2
Nissan Note MEDALIST 2020,6300000,Lahore,2020,53000,Hybrid,Automatic,Un-Registered,Brilliant White Pearl,Imported,1198,30/04/2024,High,Medium,Tuesday,4
Toyota Yaris GLI CVT 1.3 2022,4500000,Lahore,2022,5479,Petrol,Automatic,Punjab,Super White,Local,1300,30/04/2024,High,Low,Tuesday,2
Toyota Hilux Revo V Automatic 2.8 2021,11600000,Multan,2021,47000,Diesel,Automatic,Islamabad,White,Local,2800,30/04/2024,High,Low,Tuesday,3
Toyota Prado TX L Package 2.7 2020,31500000,Lahore,2020,18800,Petrol,Automatic,Un-Registered,Black,Imported,2700,30/04/2024,High,Low,Tuesday,4
Chery Tiggo 8 Pro 1.6 DEX Plus 2023,9600000,Lahore,2023,1,Petrol,Automatic,Un-Registered,Quartz Black,Local,1600,30/04/2024,High,Low,Tuesday,1
Toyota Passo 2021,4900000,Karachi,2021,21588,Petrol,Automatic,Un-Registered,Pearl White,Imported,1000,30/04/2024,High,Low,Tuesday,3
