title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,post_date,price_category,mileage_category,post_day_of_week,vehicle_age
Honda City EXi Neo 1.5 1999,725000,Islamabad,1999,12345,Petrol,Not Available,Punjab,Blue,Local,1500,02/05/2024,Low,Low,Thursday,25
Honda Civic EXi Prosmatec 2004,1250000,Lahore,2004,160000,Petrol,Automatic,Karachi,Grey,Local,1500,02/05/2024,Low,High,Thursday,20
Honda Civic EXi Prosmatec 2004,1250000,Lahore,2004,165000,Petrol,Automatic,Karachi,Grey,Local,1500,02/05/2024,Low,High,Thursday,20
Toyota Mark II 1975,1350000,Islamabad,2002,100000,Petrol,Not Available,Islamabad,Maroon,Imported,3000,02/05/2024,Low,Medium,Thursday,22
Suzuki Mehran VXR 2005,450000,Karachi,2005,67000,Petrol,Not Available,Karachi,Snow White Pearl,Local,800,02/05/2024,Low,Medium,Thursday,19
Mitsubishi Pajero GLX 3.2D 2003,5700000,Rawalpindi,2003,172000,Diesel,Automatic,Islamabad,White,Imported,3200,24/04/2024,High,High,Wednesday,21
Suzuki Cultus VXR 2002,1350000,Islamabad,2002,69521,Petrol,Not Available,Islamabad,Silver,Local,1000,24/04/2024,Low,Medium,Wednesday,22
Toyota Corolla XLi 2004,1400000,Faisalabad,2004,123456,Petrol,Not Available,Lahore,Super White,Local,1300,02/05/2024,Low,High,Thursday,20
Honda Civic VTi Oriel UG Prosmatec 1.6 2006,1800000,Karachi,2006,17500,Petrol,Automatic,Karachi,Crystal Black,Local,1600,02/05/2024,Low,Low,Thursday,18
Toyota Corolla XE 1994,1250000,Islamabad,1994,767545,Petrol,Not Available,Lahore,Red,Local,1300,02/05/2024,Low,High,Thursday,30
Toyota Land Cruiser 2004,12000000,Multan,2004,6500,Petrol,Automatic,Karachi,White,Imported,3400,24/04/2024,High,Low,Wednesday,20
Suzuki Cultus VXL 2005,750000,Lahore,2005,88000,Petrol,Not Available,Lahore,White,Local,1000,02/05/2024,Low,Medium,Thursday,19
Toyota Vitz iLL 1.3 2006,2300000,Kohat,2006,250000,Petrol,Not Available,Punjab,Silver,Imported,1300,02/05/2024,Medium,High,Thursday,18
Toyota Corolla SE Limited 1991,1530000,Peshawar,1991,100000,Not Available,Automatic,Peshawar,Maroon,Local,1500,02/05/2024,Low,Medium,Thursday,33
Suzuki Khyber Limited Edition 1996,475000,Lahore,1996,200000,Petrol,Not Available,Lahore,Metallic Steel Gray,Local,1000,02/05/2024,Low,High,Thursday,28
Daihatsu Mira L 2006,1350000,Lahore,2006,102400,Petrol,Automatic,Un-Registered,White,Imported,660,02/05/2024,Low,High,Thursday,18
Toyota Vitz F 1.0 2006,2050000,Peshawar,2006,58,Petrol,Automatic,Lahore,Silver,Imported,1000,02/05/2024,Low,Low,Thursday,18
Toyota Surf SSR-G 4.0 2005,8800000,Quetta,2005,87231,Petrol,Automatic,Sindh,White,Imported,4000,02/05/2024,High,Medium,Thursday,19
Suzuki Wagon R 1998,1250000,Islamabad,1998,150000,Petrol,Not Available,Peshawar,Silver,Imported,800,02/05/2024,Low,High,Thursday,26
Mitsubishi Pajero Exceed 2.8D 1997,2550000,Lahore,1997,250000,Diesel,Not Available,Lahore,Blue,Imported,2800,02/05/2024,Medium,High,Thursday,27
Honda Civic VTi Automatic 1.6 1999,1250000,Karachi,1999,100,Petrol,Automatic,Sindh,Silver,Imported,1600,02/05/2024,Low,Low,Thursday,25
Mitsubishi Pajero Exceed Automatic 2.8D 1994,3150000,Peshawar,1994,80000,Diesel,Automatic,Islamabad,Silver,Imported,2800,02/05/2024,Medium,Medium,Thursday,30
Toyota Mark II Grande 2.0 1995,2800000,Peshawar,1995,1,Petrol,Automatic,Peshawar,White,Imported,2000,02/05/2024,Medium,Low,Thursday,29
Suzuki Khyber 1997,730000,Islamabad,1997,45000,Petrol,Not Available,Islamabad,Grey,Local,1000,02/05/2024,Low,Low,Thursday,27
Toyota Crown Royal Saloon G 1979,1050000,Karachi,2005,100000,Diesel,Not Available,Karachi,Grey,Local,2000,02/05/2024,Low,Medium,Thursday,19
Toyota Crown Royal Saloon G 2004,8950000,Islamabad,2004,80000,Petrol,Automatic,Islamabad,White,Imported,3000,23/04/2024,High,Medium,Tuesday,20
Toyota Crown 2005,10900000,Islamabad,2005,58500,Petrol,Automatic,Un-Registered,White,Imported,3500,23/04/2024,High,Medium,Tuesday,19
Honda Civic VTi Prosmatec 1.6 2005,1570000,Jhang,2005,145000,Petrol,Automatic,Lahore,Crystal Black,Local,1600,02/05/2024,Low,High,Thursday,19
Suzuki Cultus VXR 2006,825000,Haripur,2006,18,Petrol,Not Available,Punjab,Grey,Imported,1000,02/05/2024,Low,Low,Thursday,18
Honda Civic VTi Prosmatec 1.6 2004,1400000,Lahore,2004,15000,Petrol,Automatic,Sindh,Habanero Red,Local,1600,02/05/2024,Low,Low,Thursday,20
Toyota Land Cruiser 1993,3000000,Bahawalpur,1993,235000,Diesel,Automatic,Sindh,Green,Imported,3000,23/04/2024,Medium,High,Tuesday,31
Toyota Mark X 250G F Package Smart Edition 2005,3995000,Karachi,2005,86000,Petrol,Automatic,Sindh,White Pearl Crystal,Imported,2500,23/04/2024,Medium,Medium,Tuesday,19
Suzuki Ravi 1998,620000,Islamabad,1998,100000,Petrol,Not Available,Islamabad,Grey,Local,800,02/05/2024,Low,Medium,Thursday,26
Daihatsu Cuore CX Automatic 2006,1190000,Faisalabad,2006,125000,Petrol,Automatic,Punjab,White,Local,800,02/05/2024,Low,High,Thursday,18
Toyota Belta 2006,2100000,Islamabad,2006,120000,Petrol,Automatic,Sindh,Silver,Imported,1000,02/05/2024,Low,High,Thursday,18
Suzuki Khyber 1997,395000,Lahore,1997,1,Petrol,Not Available,Sindh,Red,Local,1000,02/05/2024,Low,Low,Thursday,27
Toyota Probox F Extra Package 2006,2400000,Karachi,2006,150000,Petrol,Automatic,Karachi,White,Imported,1500,02/05/2024,Medium,High,Thursday,18
Toyota Corolla 1988,1080000,Mansehra,2006,150000,Petrol,Automatic,Sindh,White,Imported,1600,02/05/2024,Low,High,Thursday,18
Suzuki Bolan VX (CNG) 2006,570000,Karachi,2006,70000,Petrol,Not Available,Karachi,Solid White,Local,800,02/05/2024,Low,Medium,Thursday,18
Toyota Corolla 2.0D 2006,2450000,Kotli ak,2006,115000,Diesel,Not Available,Lahore,White,Local,2000,02/05/2024,Medium,High,Thursday,18
Daihatsu Cuore CX Eco 2006,750000,Karachi,2006,56000,Petrol,Not Available,Sindh,Grey,Local,800,02/05/2024,Low,Medium,Thursday,18
Honda Civic EXi Automatic 2000,875000,Karachi,2000,120000,Petrol,Automatic,Lahore,Grey,Local,1500,02/05/2024,Low,High,Thursday,24
Nissan Sunny 2003,1355000,Gujranwala,2003,222000,Petrol,Automatic,Lahore,Silver,Imported,1300,02/05/2024,Low,High,Thursday,21
Suzuki Cultus VXL (CNG) 2002,894999,Bannu,2002,100000,Petrol,Not Available,Islamabad,Silver,Local,1000,02/05/2024,Low,Medium,Thursday,22
Mazda RX8 Type S 2003,2800000,Rawalpindi,2003,65000,Petrol,Not Available,Punjab,Grey,Imported,3000,02/05/2024,Medium,Medium,Thursday,21
Honda Civic 2000,2275000,Islamabad,2000,59000,Petrol,Not Available,Punjab,Black,Imported,1500,02/05/2024,Medium,Medium,Thursday,24
Honda Civic VTi Oriel Prosmatec 1.6 2002,1750000,Mardan,2002,200000,Petrol,Automatic,Lahore,White,Local,1600,02/05/2024,Low,High,Thursday,22
Suzuki Alto VXR 2003,1370000,Peshawar,2003,200000,Petrol,Automatic,Islamabad,Silky Silver,Local,1000,02/05/2024,Low,High,Thursday,21
Land Rover Defender 110 2006,3500000,Lahore,2006,50000,Diesel,Not Available,Peshawar,Beige,Imported,2198,02/05/2024,Medium,Low,Thursday,18
Toyota Surf SSR-G 2.7 1998,3800000,Islamabad,1998,95000,Petrol,Automatic,Punjab,Silver,Imported,2700,02/05/2024,Medium,Medium,Thursday,26
Toyota Prado TX Limited 2.7 2005,8450000,Multan,2005,130000,Petrol,Automatic,Sindh,Crystal Pearl,Imported,2700,23/04/2024,High,High,Tuesday,19
Honda City i-DSI 2005,1450000,Lahore,2005,1,Petrol,Not Available,Lahore,Alabaster Silver,Local,1300,02/05/2024,Low,Low,Thursday,19
Suzuki Cultus VXR 2004,975000,Islamabad,2004,12345,Petrol,Not Available,Islamabad,Silver,Local,1000,02/05/2024,Low,Low,Thursday,20
Suzuki Margalla GL Plus 1996,509999,Karachi,1996,1000,Petrol,Not Available,Karachi,Red,Local,1300,02/05/2024,Low,Low,Thursday,28
Honda City i-DSI 2004,1510000,Lahore,2004,9999,Petrol,Not Available,Lahore,Metallic Grey,Local,1300,02/05/2024,Low,Low,Thursday,20
Suzuki Mehran VX 2006,495000,Multan,2006,123456,Petrol,Not Available,Sindh,White,Local,800,02/05/2024,Low,High,Thursday,18
Hyundai Shehzore Pickup H-100 (With Deck and Side Wall) 2006,2800000,Sargodha,2006,150000,Diesel,Not Available,Swat,White,Local,2600,02/05/2024,Medium,High,Thursday,18
Toyota Land Cruiser VX Limited 4.2D 2000,7500000,Islamabad,2000,220000,Diesel,Automatic,Sindh,White,Imported,4200,23/04/2024,High,High,Tuesday,24
Suzuki Khyber 1991,550000,Rawalpindi,1991,193500,Petrol,Not Available,Islamabad,Light Blueish,Local,1000,02/05/2024,Low,High,Thursday,33
Suzuki Mehran VX 2004,670000,Rawalpindi,2004,100000,Petrol,Not Available,Rawalpindi,Blue,Local,800,02/05/2024,Low,Medium,Thursday,20
Toyota Corolla SE Saloon 2004,1500000,Karachi,2004,295000,Petrol,Not Available,Karachi,Blue,Local,1600,02/05/2024,Low,High,Thursday,20
Toyota Corolla XLi 2003,1450000,Peshawar,2003,123456,Petrol,Not Available,Lahore,White,Local,1300,02/05/2024,Low,High,Thursday,21
Honda Civic VTi 1.6 1996,850000,Haripur,1996,15638,Petrol,Not Available,Lahore,Silver,Local,1600,02/05/2024,Low,Low,Thursday,28
Hyundai Santro Exec 2004,1175000,Lahore,2004,200000,Petrol,Not Available,Punjab,Silver,Local,1000,02/05/2024,Low,High,Thursday,20
Suzuki Baleno GLi P 2000,950000,Lahore,2000,250000,Petrol,Not Available,Lahore,Grey,Local,1300,02/05/2024,Low,High,Thursday,24
Honda City i-DSI Vario 2005,1614999,Multan,2005,250000,Petrol,Automatic,Sindh,Taffeta White,Local,1300,02/05/2024,Low,High,Thursday,19
Honda Civic EXi Prosmatec 2005,1900000,Islamabad,2005,195000,Petrol,Automatic,Islamabad,Alabaster Silver,Local,1500,02/05/2024,Low,High,Thursday,19
Mercedes Benz E Class 1994,2450000,Islamabad,1994,185000,Petrol,Automatic,Punjab,White,Imported,2000,23/04/2024,Medium,High,Tuesday,30
Toyota Corolla SE Limited 1995,2070000,Islamabad,1995,91000,Petrol,Not Available,Karachi,White,Imported,1500,02/05/2024,Low,Medium,Thursday,29
Honda Civic VTi Oriel 1.6 2001,1300000,Rawalpindi,2001,12345,Petrol,Not Available,Sindh,White,Local,1600,02/05/2024,Low,Low,Thursday,23
Suzuki Mehran VX 2005,690000,Lahore,2005,83000,Petrol,Not Available,Lahore,Silver,Local,800,02/05/2024,Low,Medium,Thursday,19
Toyota Platz F 1.0 2003,1689999,Lahore,2003,92000,Petrol,Automatic,Lahore,Turquoise,Imported,1000,02/05/2024,Low,Medium,Thursday,21
Suzuki Bolan VX (CNG) 1992,350000,Karachi,1992,1000,Petrol,Not Available,Sindh,Solid White,Imported,800,02/05/2024,Low,Low,Thursday,32
Suzuki Margalla GL 1996,650000,Abbottabad,1996,123456,Petrol,Not Available,Sindh,Ash Gray,Local,1300,02/05/2024,Low,High,Thursday,28
Suzuki Bolan 1987,550000,Mardan,2006,100000,Not Available,Not Available,Peshawar,Red,Local,800,02/05/2024,Low,Medium,Thursday,18
Mercedes Benz E Class 2003,0,Lahore,2003,70000,Petrol,Automatic,Lahore,White,Imported,6300,22/04/2024,Low,Medium,Monday,21
Toyota Corolla Altis Automatic 1.8 2005,1830000,Multan,2005,81000,Petrol,Automatic,Sindh,Maroon,Local,1800,02/05/2024,Low,Medium,Thursday,19
Mercedes Benz E Class E280 2006,5000000,Islamabad,2006,108000,Petrol,Automatic,Islamabad,Black,Imported,3000,22/04/2024,High,High,Monday,18
Mitsubishi Lancer 2006,1950000,Lahore,2006,143070,Petrol,Automatic,Karachi,Silver,Imported,1500,02/05/2024,Low,High,Thursday,18
Suzuki Potohar Basegrade 1998,1350000,Rawalpindi,1998,143000,Petrol,Not Available,Lahore,White,Local,1000,02/05/2024,Low,High,Thursday,26
Honda City i-DSI Vario 2006,1825000,Lahore,2006,990000,Petrol,Automatic,Karachi,Taffeta White,Local,1300,02/05/2024,Low,High,Thursday,18
Honda City EXi 1998,840000,Mardan,1998,768768,Petrol,Not Available,Sindh,White,Local,1300,02/05/2024,Low,High,Thursday,26
Toyota Surf SSR-G 3.4 2003,7500000,Islamabad,2003,150000,Petrol,Automatic,Lahore,White,Imported,3400,22/04/2024,High,High,Monday,21
Honda City i-DSI 2005,1750000,Bhakkar,2005,186000,Petrol,Not Available,Sindh,Crystal Black,Local,1300,02/05/2024,Low,High,Thursday,19
Suzuki Khyber GA 1999,800000,Peshawar,1999,25000,Not Available,Not Available,Lahore,White,Local,1000,02/05/2024,Low,Low,Thursday,25
Mitsubishi Lancer GL 2005,960000,Karachi,2005,131000,Petrol,Not Available,Sindh,White,Imported,1300,02/05/2024,Low,High,Thursday,19
Hyundai Santro Club 2004,1000000,Sheikhupura,2004,8940,Petrol,Not Available,Lahore,Green,Local,1000,02/05/2024,Low,Low,Thursday,20
Toyota Prado TZ 3.0D 1997,4500000,Islamabad,1997,190000,Diesel,Automatic,Sindh,Navy,Imported,3000,22/04/2024,High,High,Monday,27
Honda Civic VTi Prosmatec 1.6 2004,1425000,Karachi,2004,150000,Petrol,Automatic,Sindh,White,Local,1600,02/05/2024,Low,High,Thursday,20
Toyota Corolla 2004,1750000,Islamabad,2004,195000,Petrol,Not Available,Punjab,White,Imported,1500,02/05/2024,Low,High,Thursday,20
Toyota Corolla 2003,2500000,Islamabad,2003,185000,Diesel,Automatic,Karachi,White,Imported,2200,02/05/2024,Medium,High,Thursday,21
Toyota Surf SSR-G 2.7 2004,6500000,Islamabad,2004,190000,Petrol,Automatic,Islamabad,White,Imported,2700,22/04/2024,High,High,Monday,20
Honda City VTEC Steermatic 2006,1935000,Karachi,2006,158000,Petrol,Automatic,Karachi,Metallic Grey,Local,1500,22/04/2024,Low,High,Monday,18
Toyota Passo G 1.0 2005,1750000,Taxila,2005,200000,Petrol,Automatic,Multan,Turquoise,Imported,1000,02/05/2024,Low,High,Thursday,19
Toyota Corolla LX Limited 1.3 1994,950000,Lakki marwat,1994,1,Petrol,Not Available,Punjab,White,Local,1300,02/05/2024,Low,Low,Thursday,30
Suzuki Cultus VXL 2005,819999,Charsadda,2005,1,Not Available,Not Available,Lahore,Silky Silver,Local,1000,02/05/2024,Low,Low,Thursday,19
Toyota Land Cruiser Cygnus 2000,14000000,Rawalpindi,2000,70000,Petrol,Automatic,Lahore,White,Imported,4700,02/05/2024,High,Medium,Thursday,24
Toyota Corolla XE-G 2001,1250000,Attock,2001,108400,Petrol,Not Available,Islamabad,Green,Local,1300,02/05/2024,Low,High,Thursday,23
Hyundai Santro Plus 2003,819999,Mian channu,2003,150000,Petrol,Not Available,Karachi,Black,Local,1000,02/05/2024,Low,High,Thursday,21
Daihatsu Cuore 2005,750000,Faisalabad,2005,75546,Petrol,Not Available,Faisalabad,Blue,Local,800,02/05/2024,Low,Medium,Thursday,19
Daihatsu Cuore CX Eco 2004,950000,Peshawar,2004,140000,Petrol,Not Available,Multan,White,Local,800,02/05/2024,Low,High,Thursday,20
Honda Civic EX 1994,630000,Karachi,1994,300000,Petrol,Not Available,Karachi,Granada Black Pearl,Local,1500,02/05/2024,Low,High,Thursday,30
Toyota Prado TX 3.0D 1997,4200000,Lahore,1997,203000,Diesel,Automatic,Punjab,Green,Imported,3000,02/05/2024,High,High,Thursday,27
Honda Accord CL9 2003,2850000,Gujranwala,2003,130000,Petrol,Automatic,Lahore,White,Imported,2400,02/05/2024,Medium,High,Thursday,21
Suzuki Mehran VXR (CNG) 2003,595000,Takhtbai,2003,823585,Not Available,Not Available,Islamabad,White,Local,800,02/05/2024,Low,High,Thursday,21
Honda Civic EXi 2000,1050000,Lahore,2000,125124,Petrol,Not Available,Sindh,Maroon,Local,1500,02/05/2024,Low,High,Thursday,24
Honda Civic EX 1995,800000,Karachi,1995,215000,Petrol,Not Available,Karachi,Green,Local,1500,02/05/2024,Low,High,Thursday,29
Toyota Vitz F 1.3 2001,1895000,Bannu,2001,195815,Petrol,Automatic,Peshawar,Maroon,Imported,1300,02/05/2024,Low,High,Thursday,23
Toyota Corolla SE Limited 1993,1650000,Peshawar,1993,60000,Petrol,Not Available,Peshawar,Silver,Local,1500,02/05/2024,Low,Medium,Thursday,31
Suzuki Baleno JXR 2004,1275000,Islamabad,2004,186000,Petrol,Not Available,Islamabad,Silver,Local,1300,02/05/2024,Low,High,Thursday,20
Toyota Prado RZ 3.4 (3-Door) 1998,3850000,Islamabad,1998,96000,Petrol,Automatic,Islamabad,Blue,Imported,3400,22/04/2024,Medium,Medium,Monday,26
Daihatsu Charade 1988,450000,Islamabad,2006,100000,Petrol,Not Available,Islamabad,Red,Local,1000,02/05/2024,Low,Medium,Thursday,18
Toyota Prado TZ 3.0D 1997,5500000,Gujranwala,1997,81948,Diesel,Automatic,Lahore,Silver,Imported,3000,02/05/2024,High,Medium,Thursday,27
Suzuki Alto VXR (CNG) 2001,680000,Charsadda,2001,1452,Not Available,Not Available,Faisalabad,Solid White,Local,1000,02/05/2024,Low,Low,Thursday,23
Mitsubishi Pajero Mini 1999,1650000,Lahore,1999,100000,Petrol,Automatic,Karachi,Red,Imported,1100,22/04/2024,Low,Medium,Monday,25
Suzuki Liana LXi Sport 2006,1500000,Attock,2006,80000,Petrol,Not Available,Islamabad,White,Local,1300,02/05/2024,Low,Medium,Thursday,18
Suzuki Khyber 1994,325000,Rawalpindi,1994,100000,Petrol,Not Available,Lahore,Green,Local,1300,02/05/2024,Low,Medium,Thursday,30
Honda Civic VTi 1.6 1996,1150000,Multan,1996,1,Petrol,Not Available,Sindh,Dark Blue,Local,1600,02/05/2024,Low,Low,Thursday,28
Toyota Vitz F 1.0 2003,1750000,Peshawar,2003,160000,Petrol,Automatic,Islamabad,Pink,Local,1000,02/05/2024,Low,High,Thursday,21
Mitsubishi Lancer GLX 1.3 2005,1780000,Lahore,2005,273,Petrol,Not Available,Multan,Black,Local,1300,02/05/2024,Low,Low,Thursday,19
Honda Civic VTi Oriel 1.6 2005,1650000,Lahore,2005,180027,Petrol,Not Available,Punjab,Grey,Local,1600,02/05/2024,Low,High,Thursday,19
Suzuki Mehran VX 2003,700000,Bahawalpur,2003,96000,Petrol,Not Available,Lahore,Silver Metallic,Local,800,02/05/2024,Low,Medium,Thursday,21
Toyota Belta X 1.3 2006,2400000,Peshawar,2006,147424,Petrol,Automatic,Islamabad,White,Imported,1300,02/05/2024,Medium,High,Thursday,18
Toyota Rush G A/T 2006,2550000,Peshawar,2006,85000,Petrol,Automatic,Un-Registered,Silver,Imported,1500,02/05/2024,Medium,Medium,Thursday,18
Mercedes Benz E Class 2005,8000000,Karachi,2005,75000,Petrol,Automatic,Sindh,Black,Imported,5500,22/04/2024,High,Medium,Monday,19
Toyota Surf SSR-G 2.7 1999,4600000,Sahiwal,1999,139000,Petrol,Automatic,Lahore,Silver,Imported,2700,22/04/2024,High,High,Monday,25
Nissan AD Van 2006,1660000,Wah cantt,2006,10000,Petrol,Automatic,Lahore,White,Imported,1300,02/05/2024,Low,Low,Thursday,18
Honda Civic VTi Oriel 1.6 2000,1199000,Rawalpindi,2000,125000,Petrol,Not Available,Karachi,Silver,Local,1600,02/05/2024,Low,High,Thursday,24
Suzuki Mehran VXR (CNG) 1994,350000,Umer kot,1994,30000,Not Available,Not Available,Karachi,Red,Local,800,02/05/2024,Low,Low,Thursday,30
Toyota Corolla XLi 2006,1550000,Khanewal,2006,259500,Petrol,Not Available,Lahore,Black Mica,Imported,1300,02/05/2024,Low,High,Thursday,18
Suzuki Swift XG 1.2 2005,2250000,Lahore,2005,108000,Petrol,Automatic,Punjab,White,Imported,1200,02/05/2024,Medium,High,Thursday,19
Suzuki Liana LXi Sport 2006,998000,Okara,2006,136000,Petrol,Not Available,Lahore,Red,Local,1300,02/05/2024,Low,High,Thursday,18
Hyundai Excel 1993,350000,Islamabad,1993,200000,Petrol,Not Available,Rawalpindi,Red,Imported,1300,02/05/2024,Low,High,Thursday,31
Toyota Hilux Double Cab 2003,3100000,Islamabad,2003,175000,Diesel,Not Available,Sindh,Blue,Local,3000,02/05/2024,Medium,High,Thursday,21
Honda City EXi 2001,1320000,Lahore,2001,125000,Petrol,Not Available,Islamabad,Silver,Local,1300,02/05/2024,Low,High,Thursday,23
KIA Classic LX 2002,600000,Mian channu,2002,140000,Not Available,Not Available,Faisalabad,Silver,Local,1300,02/05/2024,Low,High,Thursday,22
Suzuki Mehran VX 2006,670000,Rawalpindi,2006,100000,Petrol,Not Available,Lahore,Snow White Pearl,Local,800,02/05/2024,Low,Medium,Thursday,18
Honda Civic EXi 2005,1190000,Karachi,2005,123,Petrol,Not Available,Karachi,Grey,Local,1500,02/05/2024,Low,Low,Thursday,19
Honda Civic EXi 2005,1750000,Islamabad,2005,210000,Petrol,Not Available,Islamabad,Taffeta White,Local,1500,02/05/2024,Low,High,Thursday,19
Honda Civic EXi Prosmatec 2004,2175000,Karachi,2004,81000,Petrol,Automatic,Karachi,Silver,Local,1500,21/04/2024,Low,Medium,Sunday,20
Hyundai Excel Basegrade 1993,290000,Karachi,1993,70000,Petrol,Not Available,Sindh,Blue,Local,1300,02/05/2024,Low,Medium,Thursday,31
Mercedes Benz E Class E240 1998,2000000,Lahore,1998,182000,Petrol,Automatic,Sindh,Grey,Imported,2400,02/05/2024,Low,High,Thursday,26
Honda City 2005,1550000,Lahore,2005,150000,Petrol,Not Available,Sindh,Silver,Local,1300,02/05/2024,Low,High,Thursday,19
Honda Accord CL7 2003,2600000,Sialkot,2003,80000,Petrol,Automatic,Sialkot,Blue,Imported,2000,02/05/2024,Medium,Medium,Thursday,21
Toyota Premio X 1.8 2003,2550000,Karachi,2003,130000,Petrol,Automatic,Karachi,Silver,Imported,1800,02/05/2024,Medium,High,Thursday,21
Suzuki Baleno JXR 2004,935000,Lahore,2004,105000,Petrol,Not Available,Lahore,White,Local,1300,02/05/2024,Low,High,Thursday,20
Hyundai Terracan 2.9 CRTD 2005,2950000,Lahore,2005,95000,Diesel,Not Available,Karachi,White,Imported,2900,02/05/2024,Medium,Medium,Thursday,19
Honda City 2006,2475000,Islamabad,2006,98000,Petrol,Automatic,Islamabad,Grey,Imported,1500,02/05/2024,Medium,Medium,Thursday,18
Toyota Hilux 1991,2400000,Lahore,1991,123456,Diesel,Not Available,Chitral,Red,Imported,2800,20/04/2024,Medium,High,Saturday,33
Mercedes Benz E Class E240 2004,0,Islamabad,2004,142600,Petrol,Automatic,Islamabad,Black,Imported,2600,20/04/2024,Low,High,Saturday,20
Honda Civic 2002,795000,Karachi,2002,105,Petrol,Automatic,Karachi,Silver,Imported,1800,02/05/2024,Low,Low,Thursday,22
Honda City 2002,980000,Lahore,2002,101010,Petrol,Not Available,Punjab,White,Local,1300,02/05/2024,Low,High,Thursday,22
Toyota Corolla SE Saloon 2005,1620000,Peshawar,2005,12525,Petrol,Not Available,Peshawar,Maroon,Local,1600,02/05/2024,Low,Low,Thursday,19
Nissan AD Van 2006,1550000,Karachi,2006,92500,Petrol,Automatic,Karachi,White,Imported,1300,02/05/2024,Low,Medium,Thursday,18
Toyota Corolla SE Saloon 2004,1750000,Sialkot,2004,171000,Petrol,Not Available,Sialkot,Black,Local,1600,02/05/2024,Low,High,Thursday,20
Mitsubishi Galant 2005,2100000,Lahore,2005,100000,Petrol,Automatic,Sindh,White,Imported,2000,02/05/2024,Low,Medium,Thursday,19
Honda Civic VTi Automatic 1.6 1998,1150000,Gujranwala,1998,5000,Petrol,Automatic,Sindh,Turquoise,Local,1600,02/05/2024,Low,Low,Thursday,26
Suzuki Cultus VXR 2005,725000,Karachi,2005,85000,Petrol,Not Available,Karachi,White,Local,1000,02/05/2024,Low,Medium,Thursday,19
Mitsubishi Pajero 1992,2700000,Rawalpindi,1992,1,Diesel,Not Available,Chakwal,Silver,Imported,2500,02/05/2024,Medium,Low,Thursday,32
Daihatsu Charade GT-ti 1991,850000,Karachi,1991,86000,Petrol,Not Available,Sindh,Navy,Imported,1000,02/05/2024,Low,Medium,Thursday,33
Honda Civic EX 1992,850000,Muzaffarabad,1992,350000,Petrol,Not Available,Sindh,Burgundy,Local,1500,02/05/2024,Low,High,Thursday,32
Honda City 2002,900000,Gujrat,2002,85,Petrol,Not Available,Lahore,White,Local,1400,02/05/2024,Low,Low,Thursday,22
Suzuki Alto VXR 2003,630000,Karachi,2003,100000,Petrol,Not Available,Sindh,Gold,Local,1000,02/05/2024,Low,Medium,Thursday,21
Daihatsu Charade 1984,550000,Lahore,2001,800000,Petrol,Not Available,Lahore,Green,Imported,1000,02/05/2024,Low,High,Thursday,23
Hyundai Santro Club 2004,1175000,Lahore,2004,147400,Petrol,Not Available,Lahore,Silver,Local,1000,02/05/2024,Low,High,Thursday,20
Suzuki Baleno JXR 2004,1150000,Islamabad,2004,160000,Petrol,Not Available,Lahore,White,Local,1300,02/05/2024,Low,High,Thursday,20
Mitsubishi Lancer GLX Automatic 1.6 2004,1639999,Islamabad,2004,180000,Petrol,Automatic,Lahore,Black,Local,1600,02/05/2024,Low,High,Thursday,20
Toyota Land Cruiser Cygnus 2003,10300000,Islamabad,2003,145000,Petrol,Automatic,Islamabad,White,Imported,4700,19/04/2024,High,High,Friday,21
Honda Accord CL9 2003,2050000,Karachi,2003,123000,Petrol,Automatic,Sindh,Silver,Imported,2400,02/05/2024,Low,High,Thursday,21
Suzuki Mehran VX 2004,540000,Lahore,2004,50000,Petrol,Not Available,Gujrat,Snow White Pearl,Local,800,02/05/2024,Low,Low,Thursday,20
Honda Civic 1995,680000,Gujranwala,1995,20000,Petrol,Not Available,Faisalabad,White,Local,1700,02/05/2024,Low,Low,Thursday,29
Toyota Surf SSR-G 2.7 2000,5300000,Quetta,2000,20000,Petrol,Automatic,Sindh,White,Imported,2700,02/05/2024,High,Low,Thursday,24
Toyota Corolla GL 1982,484999,Islamabad,2003,599999,Petrol,Not Available,Lahore,Red,Imported,1300,02/05/2024,Low,High,Thursday,21
Honda City i-DSI 2005,1450000,Karachi,2005,1,Petrol,Not Available,Karachi,Grey,Local,1300,02/05/2024,Low,Low,Thursday,19
Suzuki Mehran VX 2006,750000,Rawalpindi,2006,785856,Petrol,Not Available,Punjab,Snow White Pearl,Local,800,02/05/2024,Low,High,Thursday,18
BMW 7 Series 745i 2006,4800000,Islamabad,2006,140000,Petrol,Automatic,Islamabad,Midnight Blue,Imported,4400,19/04/2024,High,High,Friday,18
Toyota Vitz F 1.0 1999,1625000,Attock,1999,150000,Petrol,Automatic,Islamabad,Bayou Blue,Imported,1000,02/05/2024,Low,High,Thursday,25
Toyota Corolla GLi 1.3 2002,1870000,Multan,2002,200000,Petrol,Not Available,Sindh,White,Local,1300,02/05/2024,Low,High,Thursday,22
Toyota Vitz FL 1.0 2003,1950000,Lahore,2003,91000,Petrol,Automatic,Sindh,Unlisted,Imported,1000,02/05/2024,Low,Medium,Thursday,21
Suzuki Cultus 2003,685000,Islamabad,2003,7,Petrol,Not Available,Punjab,Silver,Local,1000,02/05/2024,Low,Low,Thursday,21
