title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,post_date,price_category,mileage_category,post_day_of_week,vehicle_age
Suzuki Alto L 2019,3190000,Lahore,2019,47482,Petrol,Automatic,Islamabad,Blue,Imported,660,27/04/2024,Medium,Low,Saturday,5
Toyota Corolla GLi 1.3 VVTi 2018,3850000,Hassan abdal,2018,90000,Petrol,Not Available,Islamabad,Grey,Local,1300,02/05/2024,Medium,Medium,Thursday,6
Toyota Corolla XLi Automatic 2018,3650000,Karachi,2018,65000,Petrol,Automatic,Sindh,White,Local,1300,02/05/2024,Medium,Medium,Thursday,6
Toyota Corolla Altis Automatic 1.6 2018,4825000,Lahore,2018,81000,Petrol,Automatic,Punjab,Attitude Black,Local,1600,02/05/2024,High,Medium,Thursday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2019,5230000,Lahore,2019,87000,Petrol,Automatic,Punjab,Crystal Black,Local,1800,02/05/2024,High,Medium,Thursday,5
Honda Vezel Hybrid Z 2017,6500000,Lahore,2017,136685,Hybrid,Automatic,Lahore,White,Imported,1500,02/05/2024,High,High,Thursday,7
Nissan Note 1.2E 2017,3995000,Lahore,2017,103073,Hybrid,Automatic,Punjab,Dark Brown,Imported,1198,27/04/2024,Medium,High,Saturday,7
Isuzu D-Max V-Cross Automatic 3.0 2019,8500000,Lahore,2019,87773,Diesel,Automatic,Lahore,Super White,Local,3000,27/04/2024,High,Medium,Saturday,5
Toyota Corolla GLi Automatic 1.3 VVTi 2019,4900000,Lahore,2019,82632,Petrol,Automatic,Punjab,Grey,Local,1300,27/04/2024,High,Medium,Saturday,5
Toyota Corolla Altis Automatic 1.6 2019,4650000,Lahore,2019,135347,Petrol,Automatic,Lahore,Super White,Local,1600,27/04/2024,High,High,Saturday,5
Toyota Corolla Altis Grande CVT-i 1.8 2019,5360000,Karachi,2019,57400,Petrol,Automatic,Sindh,Graphite Grey,Local,1800,02/05/2024,High,Medium,Thursday,5
Honda BR-V i-VTEC 2018,4575000,Lahore,2018,87000,Petrol,Automatic,Punjab,Taffeta White,Local,1500,02/05/2024,High,Medium,Thursday,6
Toyota Corolla GLi 1.3 VVTi 2017,3150000,Fort abbass,2017,230000,Petrol,Not Available,Karachi,Silver,Local,1300,02/05/2024,Medium,High,Thursday,7
Suzuki Every PC 2018,2550000,Karachi,2018,99000,Petrol,Automatic,Un-Registered,Silver Metallic,Imported,660,27/04/2024,Medium,Medium,Saturday,6
Suzuki Every 2019,2650000,Karachi,2019,123000,Petrol,Automatic,Un-Registered,White,Imported,660,27/04/2024,Medium,High,Saturday,5
KIA Sportage FWD 2019,7000000,Lahore,2019,48942,Petrol,Automatic,Punjab,Fery Red,Local,2000,27/04/2024,High,Low,Saturday,5
Mitsubishi Ek Wagon M 2017,2950000,Lahore,2017,89124,Petrol,Automatic,Karachi,Silver,Imported,660,27/04/2024,Medium,Medium,Saturday,7
Toyota Corolla GLi 1.3 VVTi 2019,4500000,Pak pattan sharif,2019,61000,Petrol,Not Available,Lahore,Black,Local,1300,02/05/2024,High,Medium,Thursday,5
Suzuki Mehran VXR Euro II 2019,1480000,Islamabad,2019,81000,Petrol,Not Available,Rawalpindi,White,Local,800,02/05/2024,Low,Medium,Thursday,5
Suzuki Wagon R VXL 2019,2200000,Lahore,2019,123576,Petrol,Not Available,Lahore,Solid White,Local,1000,27/04/2024,Low,High,Saturday,5
Toyota Aqua L 2019,5600000,Lahore,2019,58666,Hybrid,Automatic,Punjab,Blue Metallic,Imported,1500,27/04/2024,High,Medium,Saturday,5
Toyota Vitz F 1.0 2018,4250000,Lahore,2018,67922,Petrol,Automatic,Punjab,Gray Metallic,Imported,996,27/04/2024,High,Medium,Saturday,6
Suzuki Swift DLX 1.3 Navigation  2017,2500000,Lahore,2017,106764,Petrol,Not Available,Lahore,Solid White,Local,1300,27/04/2024,Medium,High,Saturday,7
Toyota Corolla Altis Automatic 1.6 2019,4650000,Lahore,2019,129716,Petrol,Automatic,Lahore,Graphite Grey,Local,1600,27/04/2024,High,High,Saturday,5
Suzuki Mehran VX Euro II Limited Edition 2019,1345000,Khanewal,2019,7800,Petrol,Not Available,Sindh,Grey,Local,800,02/05/2024,Low,Low,Thursday,5
Audi A3 1.2 TFSI Exclusive Line 2018,10200000,Multan,2018,43000,Petrol,Automatic,Lahore,Black,Local,1200,27/04/2024,High,Low,Saturday,6
Toyota Corolla Altis Grande CVT-i 1.8 2019,5700000,Lahore,2019,98155,Petrol,Automatic,Lahore,Attitude Black,Local,1800,27/04/2024,High,Medium,Saturday,5
Suzuki Wagon R VXL 2018,2400000,Lahore,2018,54997,Petrol,Not Available,Lahore,Graphite Grey,Local,1000,27/04/2024,Medium,Medium,Saturday,6
Suzuki Mehran VX Euro II 2017,1180000,Rahim yar khan,2017,47000,Petrol,Not Available,Sindh,Solid White,Local,796,02/05/2024,Low,Low,Thursday,7
Nissan Clipper 2017,3050000,Karachi,2017,109000,Petrol,Automatic,Karachi,Black,Imported,660,02/05/2024,Medium,High,Thursday,7
Honda Vezel Hybrid Z 2019,7800000,Lahore,2019,78430,Hybrid,Automatic,Un-Registered,Grey,Imported,1500,27/04/2024,High,Medium,Saturday,5
Suzuki Wagon R VXL 2019,2300000,Lahore,2019,75405,Petrol,Not Available,Lahore,Graphite Grey,Local,1000,27/04/2024,Medium,Medium,Saturday,5
Daihatsu Mira X SA lll 2018,3220000,Karachi,2018,113000,Petrol,Automatic,Sindh,Pearl White,Imported,660,02/05/2024,Medium,High,Thursday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5450000,Lahore,2018,93000,Petrol,Automatic,Punjab,Black,Local,1800,02/05/2024,High,Medium,Thursday,6
Toyota Vitz F Safety 1.0 2019,3975000,Karachi,2019,53000,Petrol,Automatic,Sindh,Unlisted,Imported,1000,02/05/2024,Medium,Medium,Thursday,5
Suzuki Every 2019,1975000,Lahore,2019,99000,Petrol,Automatic,Lahore,White,Imported,660,02/05/2024,Low,Medium,Thursday,5
Toyota Pixis Van 2018,1500000,Lahore,2018,197303,Petrol,Automatic,Punjab,White,Imported,660,27/04/2024,Low,High,Saturday,6
Suzuki Alto VXL AGS 2019,2390000,Karachi,2019,46500,Petrol,Automatic,Karachi,Solid White,Local,660,02/05/2024,Medium,Low,Thursday,5
Suzuki Swift DLX Automatic 1.3 Navigation 2018,2930000,Islamabad,2018,83000,Petrol,Automatic,Islamabad,Solid White,Local,1300,02/05/2024,Medium,Medium,Thursday,6
Suzuki Wagon R VXL 2019,2600000,Sheikhupura,2019,38000,Petrol,Not Available,Punjab,Silky Silver,Local,1000,02/05/2024,Medium,Low,Thursday,5
Toyota Aqua GS 2019,5800000,Lahore,2019,115000,Hybrid,Automatic,Lahore,Snow White,Imported,1500,02/05/2024,High,High,Thursday,5
Nissan Serena 2018,7500000,Rawalpindi,2018,114320,Hybrid,Automatic,Un-Registered,Silver,Imported,1200,27/04/2024,High,High,Saturday,6
Toyota Prado TX L Package 2.7 2017,0,Rawalpindi,2017,76700,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,2700,27/04/2024,Low,Medium,Saturday,7
Toyota Prado TX 2.7 2019,0,Rawalpindi,2019,45060,Petrol,Automatic,Un-Registered,Super White,Imported,2700,27/04/2024,Low,Low,Saturday,5
Toyota Fortuner 2.7 VVTi 2019,13000000,Karachi,2019,16000,Petrol,Automatic,Sindh,Graphite,Local,2700,02/05/2024,High,Low,Thursday,5
Toyota Corolla Altis Automatic 1.6 2019,5000000,Karachi,2019,61000,Petrol,Automatic,Karachi,Attitude Black,Local,1600,02/05/2024,High,Medium,Thursday,5
Suzuki Bolan VX Euro II 2019,1600000,Khewra,2019,43000,Petrol,Not Available,Punjab,Solid White,Local,800,02/05/2024,Low,Low,Thursday,5
Toyota Corolla Altis Automatic 1.6 2019,5000000,Lahore,2019,68000,Petrol,Automatic,Lahore,Attitude Black,Local,1600,27/04/2024,High,Medium,Saturday,5
Range Rover Vogue P400e 2019,0,Islamabad,2019,61100,Petrol,Automatic,Un-Registered,Fuji White,Imported,1997,27/04/2024,Low,Medium,Saturday,5
Toyota Vitz Hybrid F 1.5 2017,4850000,Rawalpindi,2017,76600,Hybrid,Automatic,Islamabad,Silver Metallic,Imported,1500,27/04/2024,High,Medium,Saturday,7
Toyota Sienta X 2019,5200000,Karachi,2019,100000,Hybrid,Automatic,Un-Registered,Super White,Imported,1500,02/05/2024,High,Medium,Thursday,5
Suzuki Ravi Euro II 2019,1390000,Rawat,2019,40000,Petrol,Not Available,Rawalpindi,White,Local,800,02/05/2024,Low,Low,Thursday,5
Honda Vezel Hybrid RS Honda Sensing  2019,8450000,Karachi,2019,32543,Hybrid,Automatic,Un-Registered,White Pearl,Imported,1500,27/04/2024,High,Low,Saturday,5
Honda Freed Hybrid G Honda Sensing 2018,5695000,Lahore,2018,59000,Petrol,Automatic,Un-Registered,Silver,Imported,1500,27/04/2024,High,Medium,Saturday,6
Toyota Prado TX Limited 2.7 2018,26500000,Gujranwala,2018,40000,Petrol,Automatic,Un-Registered,Super White,Imported,2700,27/04/2024,High,Low,Saturday,6
Toyota Land Cruiser AX 2019,43000000,Gujranwala,2019,49000,Petrol,Automatic,Un-Registered,Attitude Black Mica,Imported,4600,27/04/2024,High,Low,Saturday,5
Suzuki Vitara GLX 1.6 2017,4550000,Rawalpindi,2017,126000,Petrol,Automatic,Islamabad,Cool White Pearl,Local,1600,02/05/2024,High,High,Thursday,7
Honda City 1.3 i-VTEC Prosmatec 2018,3550000,Karachi,2018,59000,Petrol,Automatic,Karachi,Taffeta White,Local,1300,02/05/2024,Medium,Medium,Thursday,6
Suzuki Mehran VXR Euro II 2018,1370000,Lahore,2018,49000,Petrol,Not Available,Punjab,Silver,Local,800,02/05/2024,Low,Low,Thursday,6
Toyota Corolla Fielder Hybrid 2018,6500000,Lahore,2018,149000,Hybrid,Automatic,Punjab,Burgundy,Imported,1500,02/05/2024,High,High,Thursday,6
Toyota Corolla GLi Automatic 1.3 VVTi 2018,4525000,Lahore,2018,35000,Petrol,Automatic,Lahore,Grey Graphite,Local,1300,27/04/2024,High,Low,Saturday,6
Lexus Nx 300H Luxury 2017,19500000,Lahore,2017,72000,Hybrid,Automatic,Islamabad,White,Imported,2500,27/04/2024,High,Medium,Saturday,7
Toyota Corolla GLi 1.3 VVTi 2017,4050000,Vehari,2017,150000,Petrol,Not Available,Punjab,Silver Metallic,Local,1300,27/04/2024,High,High,Saturday,7
Honda Civic Turbo 1.5 VTEC CVT 2017,5750000,Karachi,2017,61500,Petrol,Automatic,Sindh,White,Local,1500,27/04/2024,High,Medium,Saturday,7
Suzuki Mehran VXR Euro II 2017,1350000,Rahim yar khan,2017,80000,Petrol,Not Available,Lahore,Silver,Local,800,02/05/2024,Low,Medium,Thursday,7
Toyota C-HR G-LED 2018,7800000,Karachi,2018,65000,Hybrid,Automatic,Karachi,Black,Imported,1800,02/05/2024,High,Medium,Thursday,6
Suzuki Swift DLX Automatic 1.3 Navigation 2019,2850000,Lahore,2019,23900,Petrol,Automatic,Sindh,Solid White,Local,1300,02/05/2024,Medium,Low,Thursday,5
Toyota Corolla GLi Automatic 1.3 VVTi 2017,4000000,Lahore,2017,113979,Petrol,Automatic,Punjab,White,Local,1300,02/05/2024,Medium,High,Thursday,7
Toyota Prado TX Limited 2.7 2018,27799999,Islamabad,2018,18000,Petrol,Automatic,Un-Registered,Super White,Imported,2700,27/04/2024,High,Low,Saturday,6
Suzuki Cultus VXL 2019,2750000,Karachi,2019,66130,Petrol,Not Available,Karachi,Beige,Local,1000,02/05/2024,Medium,Medium,Thursday,5
Honda City 1.3 i-VTEC Prosmatec 2018,3575000,Karachi,2018,57000,Petrol,Automatic,Karachi,Taffeta White,Local,1300,02/05/2024,Medium,Medium,Thursday,6
Suzuki Cultus Auto Gear Shift 2019,2950000,Peshawar,2019,80000,Petrol,Automatic,Islamabad,Graphite Grey,Local,1000,02/05/2024,Medium,Medium,Thursday,5
Porsche Cayenne S E-Hybrid 2017,29000000,Islamabad,2017,78100,Hybrid,Automatic,Islamabad,White,Imported,3000,27/04/2024,High,Medium,Saturday,7
Toyota Hilux Revo V Automatic 2.8 2018,9710000,Lahore,2018,84000,Diesel,Automatic,Sindh,Super White,Local,2800,27/04/2024,High,Medium,Saturday,6
Toyota Prado TX 2.7 2018,25800000,Sialkot,2018,38000,Petrol,Automatic,Un-Registered,White,Imported,2700,27/04/2024,High,Low,Saturday,6
Toyota Corolla GLi Automatic 1.3 VVTi 2018,4300000,Lahore,2018,150000,Petrol,Automatic,Lahore,Silver,Local,1300,27/04/2024,High,High,Saturday,6
Toyota Prado TX L Package 2.7 2019,26500000,Lahore,2019,31917,Petrol,Automatic,Un-Registered,Pearl White,Imported,2700,27/04/2024,High,Low,Saturday,5
Suzuki Bolan VX Euro II 2019,1710000,Chakwal,2019,54000,Petrol,Not Available,Islamabad,White,Local,800,02/05/2024,Low,Medium,Thursday,5
Suzuki Mehran VX Euro II Limited Edition 2018,1350000,Sukkur,2018,28,Petrol,Not Available,Karachi,Solid White,Local,796,02/05/2024,Low,Low,Thursday,6
Honda Civic Turbo 1.5 VTEC CVT 2017,5450000,Lahore,2017,46000,Petrol,Automatic,Lahore,White,Local,1500,02/05/2024,High,Low,Thursday,7
Honda City 1.3 i-VTEC 2017,3400000,Gujranwala,2017,85000,Petrol,Not Available,Lahore,Taffeta White,Local,1300,02/05/2024,Medium,Medium,Thursday,7
Toyota Corolla GLi Automatic 1.3 VVTi 2017,3450000,Lahore,2017,185000,Petrol,Automatic,Lahore,Silver,Local,1300,02/05/2024,Medium,High,Thursday,7
Suzuki Wagon R VXL 2019,2100000,Lahore,2019,441000,Petrol,Not Available,Punjab,Silver,Local,1000,02/05/2024,Low,High,Thursday,5
Honda City Aspire Prosmatec 1.5 i-VTEC 2017,3800000,Rawalpindi,2017,69700,Petrol,Automatic,Islamabad,Taffeta White,Local,1500,02/05/2024,Medium,Medium,Thursday,7
Toyota Prado TX Limited 2.7 2019,29500000,Lahore,2019,19886,Petrol,Automatic,Un-Registered,Black,Imported,2700,27/04/2024,High,Low,Saturday,5
Toyota Land Cruiser AX G Selection 2019,42500000,Lahore,2019,28000,Petrol,Automatic,Un-Registered,Pearl White,Imported,4600,27/04/2024,High,Low,Saturday,5
Toyota Prado TX 2.7 2019,26500000,Lahore,2019,15632,Petrol,Automatic,Un-Registered,Pearl White,Imported,2700,27/04/2024,High,Low,Saturday,5
Toyota Prado TX 2.7 2019,25500000,Lahore,2019,36180,Petrol,Automatic,Un-Registered,Pearl White,Imported,2700,27/04/2024,High,Low,Saturday,5
Toyota Sienta 2018,7125000,Sialkot,2018,64500,Hybrid,Automatic,Un-Registered,White,Imported,1500,27/04/2024,High,Medium,Saturday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2018,4755000,Islamabad,2018,92000,Petrol,Automatic,Karachi,Crystal Black,Local,1800,02/05/2024,High,Medium,Thursday,6
Toyota Corolla XLi VVTi 2018,3300000,Faisalabad,2018,150000,Petrol,Not Available,Punjab,Attitude Black,Local,1300,02/05/2024,Medium,High,Thursday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4525000,Karachi,2017,67000,Petrol,Automatic,Sindh,Crystal Black,Local,1800,27/04/2024,High,Medium,Saturday,7
Toyota Prado TX L Package 2.7 2019,27500000,Lahore,2019,49000,Petrol,Automatic,Un-Registered,Black,Imported,2700,27/04/2024,High,Low,Saturday,5
Honda Civic Oriel 1.8 i-VTEC CVT 2019,5920000,Lahore,2019,65000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,02/05/2024,High,Medium,Thursday,5
Toyota Passo X L Package S  2018,3810000,Sukkur,2018,70000,Petrol,Automatic,Karachi,Black Mica Metallic,Imported,1000,02/05/2024,Medium,Medium,Thursday,6
Honda City 1.5 i-VTEC 2017,2990000,Lahore,2017,69000,Petrol,Not Available,Lahore,White,Local,1500,27/04/2024,Medium,Medium,Saturday,7
Toyota C-HR G-LED 2018,8400000,Lahore,2018,90000,Hybrid,Automatic,Punjab,Black,Imported,1800,27/04/2024,High,Medium,Saturday,6
Honda City 1.3 i-VTEC Prosmatec 2017,3550000,Lahore,2017,122000,Petrol,Automatic,Punjab,Taffeta White,Local,1300,02/05/2024,Medium,High,Thursday,7
Honda Freed Hybrid Modulo X Honda Sensing 2018,6650000,Karachi,2018,176000,Petrol,Automatic,Un-Registered,White Orchid Pearl,Imported,1500,27/04/2024,High,High,Saturday,6
Toyota C-HR 2018,8450000,Karachi,2018,82000,Hybrid,Automatic,Un-Registered,White,Imported,1800,27/04/2024,High,Medium,Saturday,6
Honda Vezel Hybrid Z Honda Sensing  2018,8000000,Islamabad,2018,55000,Hybrid,Automatic,Un-Registered,White Pearl,Imported,1500,27/04/2024,High,Medium,Saturday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4350000,Karachi,2017,79000,Petrol,Automatic,Karachi,Black,Local,1800,27/04/2024,High,Medium,Saturday,7
Toyota Fortuner 2.8 Sigma 4 2018,12700000,Karachi,2018,47800,Diesel,Automatic,Islamabad,Super White,Local,2800,26/04/2024,High,Low,Friday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5525000,Islamabad,2018,84000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,26/04/2024,High,Medium,Friday,6
Toyota Corolla Altis Automatic 1.6 2018,4700000,Lahore,2018,920000,Petrol,Automatic,Lahore,Super White,Local,1600,26/04/2024,High,High,Friday,6
Toyota Vitz F M Package 1.0 2018,4129999,Lahore,2018,83000,Petrol,Automatic,Punjab,Super White II,Imported,996,02/05/2024,High,Medium,Thursday,6
Toyota Fortuner 2.8 Sigma 4 2019,13400000,Lahore,2019,91000,Diesel,Automatic,Lahore,Super White,Local,2800,02/05/2024,High,Medium,Thursday,5
FAW X-PV Basic 2017,880000,Sheikhupura,2017,124000,Petrol,Not Available,Lahore,Grey,Local,1000,02/05/2024,Low,High,Thursday,7
Honda Vezel Hybrid Z 2017,6285000,Peshawar,2017,100560,Hybrid,Automatic,Islamabad,Black,Imported,1500,26/04/2024,High,High,Friday,7
Honda Civic RS 2024,9750000,Gujranwala,2018,1700,Petrol,Automatic,Un-Registered,Black,Local,1500,26/04/2024,High,Low,Friday,6
Honda Vezel Hybrid RS Honda Sensing  2018,8150000,Peshawar,2018,130000,Petrol,Automatic,Un-Registered,Black Metallic,Imported,1500,26/04/2024,High,High,Friday,6
Toyota Corolla Altis Automatic 1.6 2018,5000000,Multan,2018,22000,Petrol,Automatic,Islamabad,Super White,Local,1600,02/05/2024,High,Low,Thursday,6
Toyota Passo Moda G 2019,4240000,Rawalpindi,2019,55000,Petrol,Automatic,Islamabad,White,Imported,1000,02/05/2024,High,Medium,Thursday,5
Honda City 1.3 i-VTEC Prosmatec 2018,3775000,Lahore,2018,69000,Petrol,Automatic,Lahore,White,Local,1300,02/05/2024,Medium,Medium,Thursday,6
Toyota C-HR G-LED 2018,8100000,Peshawar,2018,165000,Hybrid,Automatic,Un-Registered,Unlisted,Imported,1800,26/04/2024,High,High,Friday,6
Honda Vezel Hybrid RS Honda Sensing  2018,7950000,Peshawar,2018,109000,Petrol,Automatic,Un-Registered,Black,Imported,1500,26/04/2024,High,High,Friday,6
Toyota C-HR G 2017,7000000,Islamabad,2017,134000,Hybrid,Automatic,Islamabad,White,Imported,1800,26/04/2024,High,High,Friday,7
Suzuki Cultus VXL 2019,3120000,Faisalabad,2019,22864,Petrol,Not Available,Lahore,Silver,Local,1000,26/04/2024,Medium,Low,Friday,5
Toyota Corolla GLi Automatic 1.3 VVTi 2018,4395000,Islamabad,2018,40000,Petrol,Automatic,Punjab,Black,Local,1300,26/04/2024,High,Low,Friday,6
Toyota Vitz F Safety Edition III 2019,4150000,Karachi,2019,52000,Petrol,Automatic,Karachi,Black,Imported,1300,26/04/2024,High,Medium,Friday,5
Honda Civic Oriel 1.8 i-VTEC CVT 2019,5690000,Lahore,2019,93000,Petrol,Automatic,Lahore,Silver,Local,1800,26/04/2024,High,Medium,Friday,5
Toyota Corolla Altis Automatic 1.6 2019,4875000,Islamabad,2019,72200,Petrol,Automatic,Islamabad,Black,Local,1600,26/04/2024,High,Medium,Friday,5
Suzuki Cultus Auto Gear Shift 2018,2940000,Multan,2018,54500,Petrol,Automatic,Multan,White,Local,1000,02/05/2024,Medium,Medium,Thursday,6
Honda City 1.3 i-VTEC 2017,3100000,Rawalpindi,2017,89200,Petrol,Not Available,Islamabad,Crystal Black Pearl,Local,1300,02/05/2024,Medium,Medium,Thursday,7
Toyota Prado TX 2.7 2017,22500000,Lahore,2017,65000,Petrol,Automatic,Punjab,Black,Imported,2700,26/04/2024,High,Medium,Friday,7
Toyota Corolla Altis CVT-i 1.8 2019,5100000,Karachi,2019,182000,Petrol,Automatic,Karachi,Grey,Imported,1800,26/04/2024,High,High,Friday,5
Toyota Vitz F 1.0 2018,4000000,Sialkot,2018,50000,Petrol,Automatic,Punjab,Silver,Imported,1000,26/04/2024,Medium,Low,Friday,6
Honda City 1.3 i-VTEC 2017,3425000,Lahore,2017,81500,Petrol,Not Available,Lahore,White,Local,1300,02/05/2024,Medium,Medium,Thursday,7
Honda Civic Oriel 1.8 i-VTEC CVT 2019,5730000,Karachi,2019,73800,Petrol,Automatic,Sindh,Taffeta White,Local,1800,02/05/2024,High,Medium,Thursday,5
Suzuki Cultus 2018,2500000,Rawalpindi,2018,104000,Petrol,Not Available,Islamabad,White,Local,1000,02/05/2024,Medium,High,Thursday,6
Suzuki Cultus VXL 2017,2580000,Lahore,2017,127000,Petrol,Not Available,Punjab,White,Local,1000,02/05/2024,Medium,High,Thursday,7
Honda City Aspire Prosmatec 1.5 i-VTEC 2017,3785000,Rawalpindi,2017,61280,Petrol,Automatic,Islamabad,White,Local,1500,02/05/2024,Medium,Medium,Thursday,7
Toyota C-HR G-LED 2018,8250000,Karachi,2018,62000,Hybrid,Automatic,Un-Registered,White Pearl,Imported,1800,26/04/2024,High,Medium,Friday,6
Honda Civic 1.8 i-VTEC CVT 2019,5180000,Islamabad,2019,59000,Petrol,Automatic,Islamabad,Lunar Silver Metallic,Local,1800,26/04/2024,High,Medium,Friday,5
Toyota Corolla Altis Automatic 1.6 2017,4570000,Islamabad,2017,91000,Petrol,Automatic,Islamabad,White,Local,1600,26/04/2024,High,Medium,Friday,7
Toyota Fortuner 2.7 G 2018,11600000,Lahore,2018,66000,Petrol,Automatic,Islamabad,White,Local,2700,02/05/2024,High,Medium,Thursday,6
Honda Civic 1.8 i-VTEC CVT 2018,5050000,Lahore,2018,61725,Petrol,Automatic,Lahore,Silver,Local,1800,02/05/2024,High,Medium,Thursday,6
Toyota Hilux Revo V Automatic 2.8 2018,9150000,Karachi,2018,89000,Diesel,Automatic,Sindh,Super White,Local,2800,02/05/2024,High,Medium,Thursday,6
Toyota Corolla Altis Automatic 1.6 2019,4690000,Mandi bahauddin,2019,62100,Petrol,Automatic,Lahore,Super White,Local,1600,02/05/2024,High,Medium,Thursday,5
Toyota Corolla GLi 1.3 VVTi 2019,4500000,Bhera,2019,132,Petrol,Not Available,Lahore,Attitude Black,Local,1300,02/05/2024,High,Low,Thursday,5
Nissan Clipper DX 2019,0,Gujranwala,2019,85000,Petrol,Automatic,Un-Registered,White,Imported,660,26/04/2024,Low,Medium,Friday,5
Audi A5 1.4 TFSI Sportback 2019,16000000,Islamabad,2019,80000,Petrol,Automatic,Islamabad,Black,Imported,1400,26/04/2024,High,Medium,Friday,5
Honda City 1.3 i-VTEC 2018,2950000,Islamabad,2018,98500,Petrol,Not Available,Islamabad,Silver,Local,1300,26/04/2024,Medium,Medium,Friday,6
Toyota Raize Z 2019,5950000,Karachi,2019,64719,Petrol,Automatic,Un-Registered,Pearl White,Imported,1000,26/04/2024,High,Medium,Friday,5
Suzuki Mehran VXR Euro II 2017,1250000,Lahore,2017,54000,Petrol,Not Available,Lahore,Solid White,Local,796,02/05/2024,Low,Medium,Thursday,7
Honda City 1.3 i-VTEC 2017,2925000,Faisalabad,2017,93000,Petrol,Not Available,Sindh,Taffeta White,Local,1300,02/05/2024,Medium,Medium,Thursday,7
Toyota Corolla GLi 1.3 VVTi 2018,3650000,Gujrat,2018,97000,Petrol,Not Available,Islamabad,White,Local,1300,02/05/2024,Medium,Medium,Thursday,6
Suzuki Cultus VXL 2019,2595000,Karachi,2019,83000,Petrol,Not Available,Karachi,White,Local,1000,02/05/2024,Medium,Medium,Thursday,5
Toyota Aqua S 2018,5600000,Hyderabad,2018,50000,Hybrid,Automatic,Sindh,Silver,Imported,1500,26/04/2024,High,Low,Friday,6
Daihatsu Copen Robe S 2018,4900000,Karachi,2018,15000,Petrol,Automatic,Un-Registered,Pearl White,Imported,660,26/04/2024,High,Low,Friday,6
Suzuki Swift DLX Automatic 1.3 Navigation 2018,2710000,Karachi,2018,60000,Petrol,Automatic,Sindh,Gold,Local,1300,02/05/2024,Medium,Medium,Thursday,6
Suzuki Cultus VXL 2018,2520000,Jatoi,2018,105000,Petrol,Not Available,Karachi,White,Local,1000,02/05/2024,Medium,High,Thursday,6
Honda Civic Oriel 2024,8450000,Rawalpindi,2018,1700,Petrol,Automatic,Un-Registered,White,Local,1500,26/04/2024,High,Low,Friday,6
Toyota Fortuner 2.8 Sigma 4 2019,14000000,Mandi bahauddin,2019,76000,Diesel,Automatic,Islamabad,Attitude Black,Local,2800,26/04/2024,High,Medium,Friday,5
Suzuki Xbee MZ 2019,3975000,Karachi,2019,29200,Hybrid,Automatic,Karachi,Indigo,Imported,1000,26/04/2024,Medium,Low,Friday,5
Honda BR-V i-VTEC MT 2019,4140000,Karachi,2019,116043,Petrol,Not Available,Karachi,Sporty Blue,Local,1500,26/04/2024,High,High,Friday,5
Toyota C-HR G-LED 2019,8325000,Lahore,2019,82500,Hybrid,Automatic,Un-Registered,White Pearl,Imported,1800,26/04/2024,High,Medium,Friday,5
Toyota Sienta G 2018,6700000,Karachi,2018,62500,Petrol,Automatic,Sindh,Silver Metallic,Imported,1500,02/05/2024,High,Medium,Thursday,6
Honda Insight EX 2018,10200000,Karachi,2018,39000,Hybrid,Automatic,Karachi,Black,Imported,1500,02/05/2024,High,Low,Thursday,6
Toyota Prado TX 2.7 2018,25500000,Islamabad,2018,54875,Petrol,Automatic,Un-Registered,White,Imported,2700,26/04/2024,High,Medium,Friday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5300000,Lahore,2018,100000,Petrol,Automatic,Lahore,Crystal Black,Local,1800,26/04/2024,High,Medium,Friday,6
Toyota Corolla Altis Automatic 1.6 2018,4750000,Karachi,2018,33700,Petrol,Automatic,Un-Registered,Graphite Grey,Local,1600,26/04/2024,High,Low,Friday,6
Changan Karvaan Base Model 1.0 2019,1980000,Attock,2019,135000,Petrol,Not Available,Islamabad,Silver,Local,1000,02/05/2024,Low,High,Thursday,5
Toyota Aqua S 2018,5550000,Karachi,2018,80000,Hybrid,Automatic,Karachi,White,Imported,1500,02/05/2024,High,Medium,Thursday,6
Suzuki Mehran VXR Euro II 2018,1299000,Faisalabad,2018,52100,Petrol,Not Available,Lahore,White,Local,800,02/05/2024,Low,Medium,Thursday,6
Toyota C-HR S-GR Package 2017,7900000,Karachi,2017,100000,Hybrid,Automatic,Karachi,Black,Imported,1800,02/05/2024,High,Medium,Thursday,7
Toyota Sienta X 2019,5475000,Lahore,2019,57000,Hybrid,Automatic,Un-Registered,Bronze,Imported,1500,26/04/2024,High,Medium,Friday,5
Toyota Prado TX L Package 2.7 2018,27500000,Islamabad,2018,25000,Petrol,Automatic,Un-Registered,White,Imported,2700,26/04/2024,High,Low,Friday,6
